id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm,fecha_interaccion,fecha_inicio_contrato,fecha_fin_contrato
645662,Landing Page Submission,Organic Search,No,No,0,8.0,550,2.67,Email Opened,SG1C - Aerolineas,Asistente de logistica,No,No,No,No,No,No,14.0,14.0,Yes,23/03/2022,,
645659,Landing Page Submission,Direct Traffic,No,No,0,2.0,963,2.0,Email Opened,SG2A - Importadores,Asistente de logistica,No,No,No,No,No,No,14.0,17.0,Yes,17/03/2022,,
645657,API,Google,No,No,1,2.0,923,1.0,Email Opened,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,15.0,15.0,No,19/11/2022,30/12/2022,19/03/2024
645640,Landing Page Submission,Organic Search,No,No,1,4.0,1121,4.0,SMS Sent,SG2A - Importadores,Asistente de logistica,No,No,No,No,No,No,15.0,17.0,No,27/06/2022,28/07/2022,15/11/2023
645636,API,Google,No,No,1,6.0,1366,6.0,SMS Sent,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,15.0,15.0,No,27/11/2020,10/02/2021,3/09/2022
645629,Landing Page Submission,Direct Traffic,No,No,0,2.0,77,2.0,Email Opened,SG2A - Importadores,Asistente de logistica,No,No,No,No,No,No,13.0,16.0,Yes,22/01/2022,,
645612,API,Chat,No,No,0,5.0,274,2.5,Page Visited on Website,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,15.0,15.0,No,14/01/2020,,
645601,API,Google,No,No,1,2.0,972,1.0,Email Opened,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,16.0,15.0,No,24/11/2020,10/01/2021,27/02/2022
645563,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No,3/06/2020,,
645545,Landing Page Submission,Direct Traffic,No,No,0,7.0,252,2.33,Email Opened,SG2A - Importadores,Asistente de logistica,No,No,No,No,No,No,16.0,17.0,Yes,19/03/2022,,
645538,Landing Page Submission,Direct Traffic,No,No,1,3.0,1346,3.0,Email Opened,SG3 - Otros,Gerente de operaciones logisticas,No,No,No,No,No,No,15.0,20.0,No,28/08/2020,18/11/2020,3/03/2022
645530,API,Google,No,No,1,2.0,1108,2.0,Converted to Lead,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,14.0,15.0,No,10/06/2020,5/09/2020,22/02/2022
645524,API,Chat,No,No,1,0.0,0,0.0,Email Opened,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,15.0,15.0,No,25/11/2021,27/12/2021,11/05/2023
645517,Landing Page Submission,Google,No,No,0,5.0,1209,5.0,Email Opened,SG2B - Exportadores,,No,No,No,No,No,No,14.0,15.0,No,16/04/2021,,
645515,Landing Page Submission,Google,No,No,0,3.0,315,3.0,Email Opened,SG2A - Importadores,Asistente de logistica,No,No,No,No,No,No,14.0,16.0,No,4/02/2021,,
645512,API,Google,No,No,1,6.0,1552,1.5,Email Opened,SG3 - Otros,Asistente de logistica,No,No,No,No,No,No,13.0,16.0,Yes,6/03/2022,23/05/2022,30/10/2023
645495,Landing Page Submission,Direct Traffic,No,No,0,5.0,88,1.67,Email Opened,SG2A - Importadores,Asistente de logistica,No,No,No,No,No,No,13.0,17.0,Yes,27/06/2020,,
645491,API,Google,No,No,0,4.0,185,4.0,Page Visited on Website,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,14.0,15.0,No,23/12/2022,,
645483,API,Google,No,No,1,2.0,485,2.0,Email Opened,SG2A - Importadores,Asistente de logistica,No,No,No,No,No,No,14.0,18.0,No,5/06/2021,31/08/2021,22/12/2022
645481,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No,15/03/2020,,
645457,API,Google,No,No,1,3.0,1319,3.0,Email Opened,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,15.0,15.0,No,8/09/2020,19/10/2020,30/10/2021
645441,API,Chat,No,No,1,0.0,0,0.0,Email Opened,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,15.0,15.0,No,30/11/2022,5/01/2023,30/07/2024
645431,Landing Page Submission,Google,No,No,0,5.0,286,5.0,Email Opened,SG2A - Importadores,,No,No,No,No,No,No,13.0,17.0,No,16/07/2021,,
645388,API,Google,No,No,1,2.0,2020,2.0,Email Opened,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,,,No,6/06/2022,5/08/2022,17/03/2024
645386,Landing Page Submission,Direct Traffic,No,No,0,3.0,212,3.0,Email Opened,SG2B - Exportadores,Asistente de logistica,No,No,No,No,No,No,14.0,15.0,Yes,16/06/2020,,
645381,Landing Page Submission,Google,Yes,No,0,5.0,1369,2.5,Email Bounced,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,12.0,17.0,No,11/08/2021,,
645378,Landing Page Submission,Google,No,No,0,3.0,172,3.0,Form Submitted on Website,SG2B - Exportadores,Asistente de logistica,No,No,No,No,No,No,10.0,13.0,No,26/03/2022,,
645355,Landing Page Submission,Google,No,No,1,2.0,861,2.0,SMS Sent,SG1A - Agentes de Carga,Supervisor de almacen,No,No,No,No,No,No,15.0,18.0,No,11/06/2020,3/08/2020,10/04/2022
645350,API,Google,No,No,1,2.0,640,1.0,Email Opened,SG1A - Agentes de Carga,Gerente de operaciones logisticas,No,No,No,No,No,No,15.0,18.0,No,18/11/2020,30/12/2020,25/01/2022
645342,Landing Page Submission,Direct Traffic,No,No,0,3.0,580,1.5,Email Opened,SG1A - Agentes de Carga,,No,No,No,No,No,No,14.0,17.0,Yes,9/08/2020,,
645335,Landing Page Submission,Direct Traffic,No,No,0,2.0,1603,2.0,Page Visited on Website,SG2B - Exportadores,Asistente de logistica,No,No,No,No,No,No,14.0,17.0,Yes,3/06/2020,,
645330,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,12.0,15.0,No,11/07/2021,,
645324,Landing Page Submission,Google,No,No,1,3.0,359,3.0,SMS Sent,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,15.0,18.0,No,25/06/2021,18/09/2021,26/11/2022
645315,Landing Page Submission,Direct Traffic,No,No,1,5.0,100,5.0,SMS Sent,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,15.0,18.0,Yes,16/01/2021,7/03/2021,11/09/2022
645308,Landing Page Submission,Google,No,No,1,3.0,423,3.0,SMS Sent,SG3 - Otros,Asistente de logistica,No,No,No,No,No,No,14.0,18.0,No,16/05/2021,8/08/2021,4/07/2023
645305,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,14.0,20.0,No,6/01/2022,9/02/2022,13/07/2023
645294,API,Google,No,No,1,2.0,1520,2.0,SMS Sent,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,14.0,15.0,No,5/05/2020,11/06/2020,1/04/2022
645292,Landing Page Submission,Google,No,No,1,4.0,1360,4.0,SMS Sent,SG1A - Agentes de Carga,Gerente de operaciones logisticas,No,No,No,No,No,No,11.0,18.0,No,20/11/2021,17/02/2022,28/02/2023
645291,Landing Page Submission,Direct Traffic,No,No,0,2.0,2,2.0,SMS Sent,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,10.0,16.0,Yes,15/07/2021,,
645285,Landing Page Submission,Organic Search,No,No,0,5.0,294,5.0,Email Opened,SG1C - Aerolineas,Asistente de logistica,No,No,No,No,No,No,14.0,15.0,Yes,11/05/2021,,
645276,Landing Page Submission,Google,No,No,1,4.0,1261,4.0,Form Submitted on Website,SG1C - Aerolineas,Asistente de logistica,No,No,No,No,No,No,13.0,16.0,No,27/03/2022,15/06/2022,7/11/2023
645274,API,Chat,No,No,0,3.0,135,1.5,Email Link Clicked,,,No,No,No,No,No,No,17.0,15.0,No,23/05/2020,,
645271,Landing Page Submission,Google,No,No,0,4.0,1805,4.0,Email Opened,SG2B - Exportadores,,No,No,No,No,No,No,13.0,18.0,No,28/11/2020,,
645265,Landing Page Submission,Google,No,No,0,4.0,110,2.0,SMS Sent,SG3 - Otros,,No,No,No,No,No,No,13.0,18.0,No,17/12/2022,,
645252,Landing Page Submission,Direct Traffic,No,No,0,3.0,42,1.5,Email Opened,SG1A - Agentes de Carga,,No,No,No,No,No,No,14.0,18.0,Yes,24/05/2022,,
645243,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,15.0,17.0,No,17/03/2022,21/04/2022,25/03/2024
645241,API,Organic Search,No,No,0,5.0,45,5.0,Email Opened,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,14.0,15.0,No,27/12/2021,,
645226,Landing Page Submission,Google,Yes,No,0,1.0,866,1.0,Email Bounced,SG2A - Importadores,,No,No,No,No,No,No,13.0,18.0,No,6/02/2020,,
645218,Landing Page Submission,Google,No,No,1,7.0,938,7.0,Email Opened,SG3 - Otros,Asistente de logistica,No,No,No,No,No,No,15.0,18.0,No,4/12/2021,11/02/2022,25/05/2023
645176,API,Google,No,No,1,2.0,1345,2.0,Email Opened,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,13.0,16.0,No,10/07/2020,23/08/2020,13/05/2022
645172,Landing Page Submission,Google,No,No,1,4.0,1588,4.0,SMS Sent,SG2A - Importadores,Gerente de operaciones logisticas,No,No,No,No,No,No,14.0,18.0,No,4/02/2022,2/04/2022,13/09/2023
645169,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,14.0,15.0,No,26/01/2021,,
645155,API,Direct Traffic,No,No,0,3.0,533,1.5,Email Opened,,,No,No,No,No,No,No,15.0,15.0,No,4/05/2020,,
645149,Landing Page Submission,Google,No,No,0,2.0,1288,2.0,Email Opened,SG1C - Aerolineas,,No,No,No,No,No,No,14.0,16.0,No,11/09/2020,,
645148,Landing Page Submission,Direct Traffic,No,No,0,6.0,95,2.0,Email Opened,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,13.0,18.0,Yes,18/01/2020,,
645140,API,Google,No,No,0,4.0,12,1.33,Page Visited on Website,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,15.0,15.0,No,18/05/2022,,
645131,Landing Page Submission,Organic Search,No,No,1,11.0,1054,2.75,Email Opened,SG2B - Exportadores,Asistente de logistica,No,No,No,No,No,No,15.0,13.0,Yes,8/08/2021,7/10/2021,11/01/2023
645128,Landing Page Submission,Direct Traffic,No,No,1,4.0,664,2.0,Email Opened,SG3 - Otros,Supervisor de almacen,No,No,No,No,No,No,14.0,18.0,Yes,9/09/2021,22/10/2021,16/06/2023
645110,Landing Page Submission,Direct Traffic,No,No,0,2.0,291,2.0,SMS Sent,SG1A - Agentes de Carga,,No,No,No,No,No,No,13.0,17.0,No,27/06/2022,,
645099,Landing Page Submission,Google,No,No,1,4.0,1688,4.0,Email Opened,SG2A - Importadores,Gerente de operaciones logisticas,No,No,No,No,No,No,14.0,19.0,No,1/07/2022,11/09/2022,21/10/2023
645067,Landing Page Submission,Organic Search,No,No,0,8.0,419,8.0,Email Link Clicked,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,13.0,18.0,Yes,1/02/2022,,
645057,API,Google,No,No,1,4.0,427,4.0,Email Opened,SG2B - Exportadores,Gerente de operaciones logisticas,No,No,No,No,No,No,16.0,17.0,No,14/04/2021,1/07/2021,18/07/2022
645051,API,Google,No,No,0,5.0,294,5.0,Email Opened,SG1A - Agentes de Carga,,No,No,No,No,No,No,13.0,14.0,No,15/04/2020,,
645035,API,Google,No,No,0,6.0,529,3.0,Email Opened,SG2B - Exportadores,Asistente de logistica,No,No,No,No,No,No,14.0,15.0,No,7/04/2021,,
645026,Landing Page Submission,Google,No,No,1,2.0,1296,2.0,Converted to Lead,SG1A - Agentes de Carga,,No,No,No,No,No,No,13.0,17.0,No,11/08/2021,17/10/2021,9/08/2023
645024,API,Chat,No,No,0,2.0,139,1.0,Email Opened,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,13.0,15.0,No,2/08/2022,,
645009,Landing Page Submission,Google,No,No,1,3.0,1683,3.0,Email Opened,SG3 - Otros,Gerente de operaciones logisticas,No,No,No,No,No,No,15.0,20.0,No,3/03/2022,27/05/2022,8/07/2023
644990,API,Google,No,No,0,1.0,254,1.0,Converted to Lead,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,14.0,17.0,No,26/05/2021,,
644988,Landing Page Submission,Direct Traffic,No,No,1,3.0,1223,3.0,Email Opened,SG2A - Importadores,Asistente de logistica,No,No,No,No,No,No,15.0,19.0,Yes,18/04/2022,22/06/2022,5/12/2023
644961,Landing Page Submission,Google,No,No,0,5.0,9,5.0,SMS Sent,SG2A - Importadores,Asistente de logistica,No,No,No,No,No,No,13.0,18.0,No,27/11/2021,,
644954,Landing Page Submission,Direct Traffic,No,No,0,2.0,270,2.0,Email Opened,SG1A - Agentes de Carga,,No,No,No,No,No,No,16.0,17.0,Yes,12/02/2020,,
644924,Landing Page Submission,Google,No,No,0,4.0,469,4.0,Email Opened,SG1A - Agentes de Carga,,No,No,No,No,No,No,14.0,18.0,No,24/07/2021,,
644912,API,Google,No,No,0,6.0,326,3.0,Email Opened,SG2A - Importadores,Asistente de logistica,No,No,No,No,No,No,15.0,16.0,Yes,10/04/2020,,
644911,API,Google,No,No,0,4.0,45,4.0,Email Opened,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,14.0,16.0,No,9/09/2022,,
644906,Landing Page Submission,Google,No,No,1,6.0,1975,6.0,Email Link Clicked,SG2B - Exportadores,Asistente de logistica,No,No,No,No,No,No,13.0,17.0,No,19/04/2021,5/06/2021,14/09/2022
644905,Landing Page Submission,Google,No,No,0,4.0,1064,4.0,Email Opened,SG2A - Importadores,Asistente de logistica,No,No,No,No,No,No,14.0,18.0,No,15/04/2020,,
644895,API,Chat,No,No,0,0.0,0,0.0,Email Opened,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,14.0,15.0,No,4/10/2022,,
644885,Landing Page Submission,Direct Traffic,No,No,1,2.0,1545,2.0,Email Opened,SG2A - Importadores,Gerente de operaciones logisticas,No,No,No,No,No,No,15.0,20.0,Yes,11/03/2021,16/04/2021,2/06/2022
644871,API,Google,No,No,0,5.0,71,5.0,Chat Conversation,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,14.0,15.0,No,14/10/2021,,
644862,Landing Page Submission,Google,No,No,0,6.0,1152,3.0,SMS Sent,SG2A - Importadores,,No,No,No,No,No,No,12.0,18.0,No,1/06/2022,,
644861,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,14.0,15.0,No,26/10/2022,,
644763,API,Google,No,No,0,2.0,942,2.0,SMS Sent,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,10.0,17.0,No,1/10/2020,,
644750,API,Google,No,No,1,2.0,1132,1.0,Email Opened,SG2A - Importadores,Gerente de operaciones logisticas,No,No,No,No,No,No,15.0,16.0,No,30/03/2022,27/06/2022,18/12/2023
644724,Landing Page Submission,Direct Traffic,No,No,1,3.0,941,3.0,Email Opened,SG3 - Otros,Asistente de logistica,No,No,No,No,No,No,14.0,18.0,Yes,20/02/2021,25/03/2021,22/06/2022
644723,API,Organic Search,No,No,1,8.0,234,4.0,SMS Sent,SG1C - Aerolineas,Gerente de operaciones logisticas,No,No,No,No,No,No,15.0,14.0,No,10/06/2022,30/08/2022,4/12/2023
644717,Landing Page Submission,Organic Search,No,No,0,4.0,1075,4.0,Email Opened,SG2B - Exportadores,,No,No,No,No,No,No,15.0,16.0,Yes,14/05/2022,,
644710,Landing Page Submission,Google,No,No,0,6.0,153,3.0,Email Opened,SG3 - Otros,,No,No,No,No,No,No,13.0,18.0,No,17/12/2021,,
644706,Landing Page Submission,Direct Traffic,No,No,1,5.0,1275,2.5,Email Opened,SG2B - Exportadores,Asistente de logistica,No,No,No,No,No,No,14.0,14.0,Yes,3/02/2020,9/03/2020,30/07/2021
644703,API,Google,No,No,0,2.0,1322,2.0,Email Opened,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,13.0,15.0,No,2/01/2021,,
644702,API,Google,No,No,1,3.0,1210,3.0,Email Opened,SG3 - Otros,Gerente de operaciones logisticas,No,No,No,No,No,No,14.0,13.0,No,20/09/2020,18/11/2020,18/11/2021
644691,Landing Page Submission,Organic Search,No,No,0,5.0,211,5.0,Email Opened,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,13.0,18.0,Yes,21/04/2020,,
644680,API,Google,No,No,0,1.0,147,1.0,Converted to Lead,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,14.0,15.0,No,30/07/2022,,
644671,Landing Page Submission,Google,No,No,0,7.0,67,7.0,Email Opened,SG1A - Agentes de Carga,Gerente de operaciones logisticas,No,No,No,No,No,No,14.0,18.0,Yes,22/06/2022,,
644665,Landing Page Submission,Google,No,No,1,6.0,938,6.0,Email Opened,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,15.0,20.0,Yes,17/09/2021,6/12/2021,8/01/2023
644658,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,13.0,15.0,No,25/07/2020,,
644642,API,Chat,No,No,1,1.0,832,1.0,Email Opened,SG2B - Exportadores,Gerente de operaciones logisticas,No,No,No,No,No,No,14.0,17.0,Yes,3/02/2022,21/04/2022,21/07/2023
644641,Landing Page Submission,Google,No,No,0,3.0,352,3.0,Email Opened,SG3 - Otros,Asistente de logistica,No,No,No,No,No,No,11.0,18.0,No,5/05/2021,,
644640,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No,8/08/2021,,
644624,Landing Page Submission,Google,Yes,No,0,4.0,125,4.0,SMS Sent,SG2A - Importadores,Asistente de logistica,No,No,No,No,No,No,13.0,17.0,No,9/12/2022,,
644599,Landing Page Submission,Direct Traffic,No,No,0,3.0,258,3.0,Email Opened,SG1A - Agentes de Carga,,No,No,No,No,No,No,14.0,16.0,No,18/02/2022,,
644594,Landing Page Submission,Direct Traffic,No,No,0,2.0,51,2.0,Email Opened,SG2B - Exportadores,Asistente de logistica,No,No,No,No,No,No,16.0,15.0,Yes,20/07/2020,,
644524,Landing Page Submission,Direct Traffic,No,No,1,1.0,993,1.0,Converted to Lead,SG2A - Importadores,Gerente de operaciones logisticas,No,No,No,No,No,No,15.0,20.0,Yes,24/08/2022,3/10/2022,8/09/2024
644512,Landing Page Submission,Direct Traffic,No,No,0,2.0,883,2.0,Email Opened,SG2A - Importadores,Asistente de logistica,No,No,No,No,No,No,15.0,16.0,Yes,24/08/2022,,
644500,Landing Page Submission,Direct Traffic,No,No,1,5.0,1513,5.0,Email Opened,SG1C - Aerolineas,Gerente de operaciones logisticas,No,No,No,No,No,No,13.0,19.0,Yes,3/11/2022,21/01/2023,17/12/2024
644481,Landing Page Submission,Organic Search,No,No,0,12.0,339,6.0,Email Opened,SG2B - Exportadores,,No,No,No,No,No,No,15.0,15.0,Yes,22/04/2022,,
644466,API,Google,No,No,0,5.0,353,5.0,Email Opened,SG2B - Exportadores,Asistente de logistica,No,No,No,No,No,No,13.0,12.0,No,9/03/2020,,
644453,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,12.0,14.0,No,19/03/2021,,
644450,API,Google,No,No,0,2.0,279,2.0,Email Opened,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,13.0,15.0,No,13/08/2021,,
644414,Landing Page Submission,Direct Traffic,No,No,0,5.0,387,5.0,Email Opened,SG1A - Agentes de Carga,,No,No,No,No,No,No,13.0,16.0,Yes,22/05/2022,,
644410,Landing Page Submission,Direct Traffic,No,No,0,3.0,37,3.0,Email Opened,SG3 - Otros,Asistente de logistica,No,No,No,No,No,No,13.0,16.0,Yes,8/11/2021,,
644390,API,Organic Search,No,No,0,9.0,413,4.5,Email Opened,SG2B - Exportadores,Asistente de logistica,No,No,No,No,No,No,14.0,11.0,Yes,17/05/2022,,
644388,Landing Page Submission,Direct Traffic,No,No,0,10.0,68,5.0,Email Opened,SG2A - Importadores,,No,No,No,No,No,No,15.0,18.0,Yes,18/07/2021,,
644295,Landing Page Submission,Google,No,No,1,5.0,1489,5.0,SMS Sent,SG2A - Importadores,Asistente de logistica,No,No,No,No,No,No,14.0,18.0,No,5/04/2020,22/05/2020,1/03/2022
644288,Landing Page Submission,Direct Traffic,No,No,0,3.0,250,3.0,SMS Sent,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,14.0,18.0,Yes,5/05/2020,,
644286,Landing Page Submission,Google,No,No,0,6.0,101,6.0,Page Visited on Website,SG2B - Exportadores,Asistente de logistica,No,No,No,No,No,No,14.0,18.0,No,13/05/2022,,
644261,Landing Page Submission,Google,No,No,0,4.0,320,4.0,Email Opened,SG3 - Otros,,No,No,No,No,No,No,14.0,18.0,Yes,2/05/2022,,
644257,Landing Page Submission,Google,No,No,1,3.0,784,3.0,Converted to Lead,SG3 - Otros,Gerente de operaciones logisticas,No,No,No,No,No,No,15.0,20.0,No,12/01/2022,12/03/2022,29/11/2023
644249,API,Google,No,No,1,2.0,969,1.0,Email Opened,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,14.0,18.0,No,14/03/2020,6/05/2020,15/11/2021
644247,API,Google,No,No,1,4.0,1184,2.0,Email Opened,SG2A - Importadores,Asistente de logistica,No,No,No,No,No,No,15.0,17.0,No,20/08/2021,3/11/2021,26/12/2022
644225,API,Google,No,No,0,6.0,481,6.0,Email Opened,,,No,No,No,No,No,No,,,No,4/01/2022,,
644222,Landing Page Submission,Direct Traffic,Yes,No,0,4.0,1596,4.0,SMS Sent,SG2B - Exportadores,Asistente de logistica,No,No,No,No,No,No,13.0,15.0,No,19/01/2022,,
644221,API,Google,No,No,0,3.0,7,3.0,SMS Sent,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,13.0,15.0,No,7/11/2020,,
644211,Landing Page Submission,Organic Search,No,No,1,11.0,374,11.0,Email Opened,SG1C - Aerolineas,Supervisor de almacen,No,No,No,No,No,No,16.0,16.0,Yes,7/06/2020,2/09/2020,17/06/2022
644197,Landing Page Submission,Google,No,No,1,4.0,688,2.0,Email Opened,SG1A - Agentes de Carga,Gerente de operaciones logisticas,No,No,No,No,No,No,13.0,20.0,No,29/01/2022,13/03/2022,25/09/2023
644186,Landing Page Submission,Google,No,No,0,5.0,30,5.0,Email Opened,SG1A - Agentes de Carga,,No,No,No,No,No,No,14.0,18.0,No,28/01/2020,,
644182,Landing Page Submission,Google,No,No,0,12.0,348,3.0,Converted to Lead,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,14.0,18.0,No,22/04/2021,,
644174,Landing Page Submission,Direct Traffic,No,No,1,3.0,1024,1.5,Email Opened,SG2A - Importadores,Asistente de logistica,No,No,No,No,No,No,11.0,17.0,Yes,18/09/2022,4/11/2022,18/06/2024
644173,API,Google,No,No,0,3.0,1344,3.0,Email Opened,SG2B - Exportadores,Asistente de logistica,No,No,No,No,No,No,13.0,12.0,No,1/10/2021,,
644160,API,Google,No,No,0,2.0,127,2.0,SMS Sent,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,13.0,14.0,No,1/11/2021,,
644144,Landing Page Submission,Google,No,No,0,3.0,783,3.0,Email Opened,SG2A - Importadores,Gerente de operaciones logisticas,No,No,No,No,No,No,12.0,18.0,No,31/05/2021,,
644143,API,Google,No,No,0,4.0,152,4.0,View in browser link Clicked,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,11.0,15.0,No,5/12/2022,,
644137,Landing Page Submission,Google,No,No,1,4.0,847,4.0,Email Opened,SG2A - Importadores,Gerente de operaciones logisticas,No,No,No,No,No,No,15.0,20.0,No,14/02/2021,13/04/2021,13/06/2022
644130,Landing Page Submission,Google,No,No,1,4.0,1017,4.0,SMS Sent,SG2A - Importadores,Asistente de logistica,No,No,No,No,No,No,14.0,18.0,No,27/05/2020,24/08/2020,29/08/2021
644129,Landing Page Submission,Google,No,No,1,4.0,1337,4.0,Email Opened,SG2A - Importadores,Asistente de logistica,No,No,No,No,No,No,14.0,18.0,No,15/09/2021,18/11/2021,6/08/2023
644125,Landing Page Submission,Google,No,No,0,8.0,367,2.67,SMS Sent,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,14.0,17.0,No,21/02/2022,,
644122,Landing Page Submission,Google,No,No,0,6.0,90,3.0,Chat Conversation,SG2B - Exportadores,Asistente de logistica,No,No,No,No,No,No,15.0,16.0,Yes,9/05/2020,,
644118,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,15.0,14.0,No,21/05/2022,,
644117,Landing Page Submission,Organic Search,No,No,0,9.0,186,9.0,Unreachable,SG1A - Agentes de Carga,,No,No,No,No,No,No,15.0,16.0,Yes,6/11/2021,,
644087,Landing Page Submission,Google,Yes,No,1,5.0,777,5.0,Page Visited on Website,SG3 - Otros,Asistente de logistica,No,No,No,No,No,No,15.0,20.0,No,23/07/2022,7/09/2022,23/01/2024
644080,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,SG2B - Exportadores,Asistente de logistica,No,No,No,No,No,No,15.0,15.0,No,27/09/2020,27/11/2020,30/11/2021
644076,Landing Page Submission,Direct Traffic,No,No,1,3.0,31,3.0,Email Opened,SG1C - Aerolineas,Gerente de operaciones logisticas,No,No,No,No,No,No,14.0,17.0,No,23/11/2021,17/01/2022,28/04/2023
644068,Landing Page Submission,Google,No,No,1,4.0,62,4.0,Email Link Clicked,SG2B - Exportadores,Asistente de logistica,No,No,No,No,No,No,14.0,18.0,No,5/11/2022,28/12/2022,2/02/2024
644065,Landing Page Submission,Direct Traffic,No,No,1,2.0,931,2.0,Email Opened,SG2A - Importadores,Asistente de logistica,No,No,No,No,No,No,14.0,19.0,Yes,19/04/2022,26/06/2022,19/02/2024
644064,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,14.0,15.0,No,11/01/2022,,
644042,API,Google,No,No,1,4.0,1272,4.0,SMS Sent,SG1A - Agentes de Carga,Gerente de operaciones logisticas,No,No,No,No,No,No,15.0,16.0,No,14/10/2022,20/12/2022,21/05/2024
644036,API,Google,No,No,0,5.0,324,2.5,Email Opened,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,13.0,15.0,No,1/06/2020,,
644023,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,,,No,No,No,No,No,No,15.0,15.0,No,19/04/2021,,
644013,Landing Page Submission,Google,No,No,1,4.0,1381,4.0,Email Opened,SG2A - Importadores,Asistente de logistica,No,No,No,No,No,No,15.0,18.0,Yes,6/09/2021,15/11/2021,2/10/2023
644006,API,Google,No,No,0,2.0,535,1.0,Chat Conversation,SG1A - Agentes de Carga,Asistente de logistica,No,No,No,No,No,No,15.0,15.0,No,28/07/2020,,
