id;origen;fuente;no_enviar_email;no_llamar;compra;visitas_total;tiempo_en_site_total;paginas_vistas_visita;ult_actividad;ambito;ocupacion;conociste_google;conociste_revista;conociste_periodico;conociste_youtube;conociste_facebook;conociste_referencias;score_actividad;score_perfil;descarga_lm;fecha_interaccion;fecha_inicio_contrato;fecha_fin_contrato
652913;Landing Page Submission;Google;No;No;0;4;632;4;Email Opened;SG2A - Importadores;;No;No;No;No;No;No;14;18;No;24/05/2021;;
652863;Landing Page Submission;Direct Traffic;No;No;1;2;340;2;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;17;Yes;7/03/2021;5/05/2021;21/06/2022
652828;API;Referral Sites;No;No;0;7;103;3.5;Page Visited on Website;;;No;No;No;No;No;No;15;13;No;8/07/2020;;
652824;Landing Page Submission;Organic Search;No;No;1;8;248;8;Converted to Lead;SG1C - Aerolineas;Asistente de logistica;No;No;No;No;No;No;15;17;Yes;14/05/2020;9/08/2020;20/04/2022
652822;Landing Page Submission;Google;No;No;0;4;328;4;SMS Sent;SG2A - Importadores;;No;No;No;No;No;No;14;18;No;6/04/2020;;
652806;API;Google;No;No;0;2;1450;2;Email Opened;;;No;No;No;No;No;No;13;15;No;14/06/2022;;
652789;API;Referral Sites;No;No;1;4;945;2;Email Link Clicked;;;No;No;No;No;No;No;13;13;No;18/05/2021;25/06/2021;7/08/2022
652787;Lead Add Form;Reference;No;No;1;3;1764;3;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;20;No;30/04/2021;2/06/2021;23/05/2023
652784;Landing Page Submission;Google;No;No;0;3;139;3;Email Opened;SG1A - Agentes de Carga;;No;No;No;No;No;No;14;17;No;16/12/2021;;
652782;API;Referral Sites;No;No;0;3;403;3;SMS Sent;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;13;No;30/07/2022;;
652727;API;Organic Search;No;No;0;3;1392;3;Email Opened;;;No;No;No;No;No;No;15;15;No;2/11/2020;;
652725;Landing Page Submission;Direct Traffic;No;No;0;2;1613;2;SMS Sent;SG2A - Importadores;;No;No;No;No;No;No;13;18;Yes;26/06/2020;;
652708;Lead Add Form;Reference;No;No;0;0;0;0;SMS Sent;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;11;20;No;22/11/2020;;
652707;Landing Page Submission;Google;No;No;1;5;285;5;Page Visited on Website;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;18;No;15/11/2021;27/12/2021;30/01/2023
652701;Landing Page Submission;Referral Sites;No;No;0;13;263;2.6;Email Opened;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;16;17;Yes;27/04/2020;;
652695;API;Referral Sites;No;No;0;3;303;3;SMS Sent;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;13;13;No;11/10/2022;;
652681;API;Chat;No;No;1;0;0;0;Email Opened;SG3 - Otros;Asistente de logistica;No;No;No;No;No;No;16;14;No;22/10/2020;28/12/2020;12/08/2022
652657;Landing Page Submission;Google;No;No;1;5;444;5;Email Opened;SG3 - Otros;Asistente de logistica;No;No;No;No;No;No;14;18;No;18/12/2022;18/01/2023;19/01/2024
652655;Landing Page Submission;Direct Traffic;No;No;0;2;11;2;Email Opened;SG2B - Exportadores;;No;No;No;No;No;No;13;15;Yes;13/10/2020;;
652646;Landing Page Submission;Google;No;No;0;6;1623;6;Email Opened;SG2A - Importadores;Supervisor de almacen;No;No;No;No;No;No;14;18;Yes;4/10/2022;;
652641;API;Google;No;No;0;4;213;4;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;15;No;30/10/2021;;
652616;Landing Page Submission;Google;No;No;0;2;7;2;Converted to Lead;SG2A - Importadores;;No;No;No;No;No;No;13;16;No;1/11/2022;;
652610;API;Organic Search;No;No;0;7;9;7;Email Opened;;;No;No;No;No;No;No;15;15;No;10/12/2021;;
652583;API;Referral Sites;No;No;0;4;1203;2;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;13;13;No;8/07/2021;;
652569;Landing Page Submission;Google;No;No;0;10;59;3.33;Email Opened;SG1A - Agentes de Carga;Supervisor de almacen;No;No;No;No;No;No;14;19;No;19/04/2021;;
652567;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;16;15;No;21/08/2022;;
652559;API;Google;No;No;0;1;87;1;Converted to Lead;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;15;No;14/02/2020;;
652549;API;Google;No;No;1;4;49;4;Page Visited on Website;SG2A - Importadores;Gerente de operaciones logisticas;No;No;No;No;No;No;16;18;No;20/04/2021;10/06/2021;6/10/2022
652531;API;Google;No;No;0;1;94;1;Converted to Lead;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;15;No;15/01/2020;;
652525;API;Google;No;No;0;4;225;2;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;9;16;No;20/07/2020;;
652507;API;Organic Search;No;No;0;19;415;4.75;Page Visited on Website;;;No;No;No;No;No;No;18;15;No;5/03/2021;;
652506;Landing Page Submission;Google;No;No;1;4;1120;4;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;18;No;27/02/2020;2/04/2020;29/05/2021
652500;Landing Page Submission;Google;No;No;0;3;334;3;Form Submitted on Website;SG1A - Agentes de Carga;;No;No;No;No;No;No;13;18;No;20/05/2020;;
652486;Landing Page Submission;Google;No;No;0;4;342;4;SMS Sent;SG2B - Exportadores;;No;No;No;No;No;No;13;13;No;28/08/2020;;
652477;API;Google;No;No;0;7;49;7;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;15;No;13/09/2021;;
652463;Landing Page Submission;Direct Traffic;No;No;0;4;34;2;Email Opened;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;13;16;Yes;28/11/2021;;
652462;API;Organic Search;No;No;0;3;271;1.5;Page Visited on Website;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;15;No;8/06/2021;;
652441;API;Chat;Yes;No;0;0;0;0;Email Bounced;;;No;No;No;No;No;No;15;15;No;24/06/2021;;
652416;Landing Page Submission;Google;No;No;1;3;779;3;Email Opened;SG2A - Importadores;;No;No;No;No;No;No;14;18;No;6/08/2021;27/09/2021;16/03/2023
652345;Landing Page Submission;Google;No;No;0;6;14;3;Email Link Clicked;SG3 - Otros;Asistente de logistica;No;No;No;No;No;No;14;15;Yes;13/04/2022;;
652317;Landing Page Submission;Organic Search;No;No;1;5;1254;5;Email Opened;SG1C - Aerolineas;Asistente de logistica;No;No;No;No;No;No;14;17;Yes;2/12/2021;14/01/2022;17/12/2023
652314;API;Referral Sites;No;No;0;13;24;6.5;Page Visited on Website;;;No;No;No;No;No;No;12;13;No;5/03/2020;;
652305;API;Chat;No;No;1;0;0;0;Chat Conversation;;;No;No;No;No;No;No;15;15;No;7/11/2021;11/12/2021;21/08/2023
652227;API;Google;No;No;1;3;717;1.5;Email Opened;SG2A - Importadores;Gerente de operaciones logisticas;No;No;No;No;No;No;15;18;No;25/05/2020;19/08/2020;16/11/2021
652194;Landing Page Submission;Google;No;No;0;2;1058;2;Form Submitted on Website;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;12;18;No;4/04/2021;;
652193;Landing Page Submission;Direct Traffic;No;No;0;4;977;4;Email Opened;SG2A - Importadores;;No;No;No;No;No;No;14;17;No;27/05/2020;;
652178;Landing Page Submission;Google;No;No;1;8;1335;8;Email Opened;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;Yes;15;18;No;2/08/2021;30/10/2021;27/08/2023
652174;Landing Page Submission;Google;No;No;1;8;1148;4;Page Visited on Website;SG3 - Otros;Gerente de operaciones logisticas;No;No;No;No;No;No;16;20;Yes;9/05/2022;20/07/2022;20/05/2024
652157;Landing Page Submission;Google;No;No;0;4;243;4;Email Opened;SG2A - Importadores;;No;No;No;No;No;No;14;18;No;7/10/2022;;
652153;API;Google;No;No;0;8;501;2.67;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;15;No;7/01/2020;;
652128;Landing Page Submission;Direct Traffic;No;No;0;2;72;2;Email Opened;SG3 - Otros;;No;No;No;No;No;No;12;14;Yes;12/12/2021;;
652108;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No;14/08/2020;;
652104;Landing Page Submission;Organic Search;No;No;0;10;869;5;Email Opened;SG2A - Importadores;;No;No;No;No;No;No;13;18;Yes;22/11/2021;;
652085;Landing Page Submission;Google;No;No;1;9;1342;3;Email Link Clicked;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;18;No;13/11/2022;29/12/2022;20/06/2024
652080;API;Chat;No;No;0;0;0;0;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;17;15;No;31/12/2022;;
652074;Landing Page Submission;Google;No;No;0;4;168;4;Email Opened;SG2B - Exportadores;;No;No;No;No;No;No;14;14;No;22/11/2020;;
652060;Landing Page Submission;Direct Traffic;No;No;1;4;1298;4;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;20;Yes;14/03/2020;7/05/2020;22/08/2021
652058;Landing Page Submission;Google;No;No;0;2;426;2;SMS Sent;SG1A - Agentes de Carga;;No;No;No;No;No;No;13;17;No;19/08/2021;;
652050;Landing Page Submission;Google;No;No;1;6;294;6;Page Visited on Website;SG1A - Agentes de Carga;;No;No;No;No;No;No;16;18;No;24/05/2020;24/06/2020;26/10/2021
652023;API;Referral Sites;No;No;0;5;255;5;Email Opened;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;11;14;No;9/02/2022;;
652014;API;Google;No;No;1;2;1300;2;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;15;No;7/06/2021;28/07/2021;31/07/2022
651993;API;Chat;No;No;1;0;0;0;SMS Sent;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;15;No;19/03/2020;6/06/2020;24/09/2021
651975;API;Google;No;No;0;4;54;4;Chat Conversation;;;No;No;No;No;No;No;15;15;No;29/06/2020;;
651935;Lead Add Form;Reference;No;No;1;0;0;0;SMS Sent;SG2B - Exportadores;Gerente de operaciones logisticas;No;No;No;No;No;No;15;19;No;13/01/2022;8/03/2022;18/07/2023
651934;Lead Add Form;Reference;No;No;1;0;0;0;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;17;No;8/08/2020;1/10/2020;23/08/2022
651926;Lead Add Form;Reference;No;No;1;0;0;0;Email Opened;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;14;19;No;9/10/2020;16/12/2020;21/06/2022
651920;API;Google;No;No;0;13;9;3.25;Page Visited on Website;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;15;No;7/11/2020;;
651910;API;Chat;No;No;1;0;0;0;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;16;15;No;12/10/2020;30/12/2020;30/08/2022
651869;Landing Page Submission;Organic Search;No;No;0;5;115;5;Email Opened;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;14;18;Yes;24/06/2020;;
651866;Landing Page Submission;Google;No;No;0;6;779;3;Email Opened;SG2B - Exportadores;;No;No;No;No;No;No;13;18;No;8/03/2020;;
651865;API;Google;No;No;1;3;1007;1.5;Chat Conversation;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;15;No;12/02/2020;31/03/2020;6/07/2021
651812;Lead Add Form;Reference;No;No;1;16;1570;5.33;Page Visited on Website;SG1A - Agentes de Carga;Gerente de operaciones logisticas;No;No;No;No;No;No;17;17;No;5/11/2021;21/12/2021;23/08/2023
651807;Landing Page Submission;Google;No;No;1;11;2069;5.5;Email Opened;SG3 - Otros;Gerente de operaciones logisticas;No;No;No;No;No;No;16;18;Yes;8/10/2022;4/12/2022;28/03/2024
651803;API;Chat;No;No;0;0;0;0;Chat Conversation;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;15;No;24/11/2022;;
651764;API;Google;No;No;1;6;442;6;Converted to Lead;SG1A - Agentes de Carga;Gerente de operaciones logisticas;No;No;No;No;No;No;15;15;No;15/10/2022;19/11/2022;18/02/2024
651760;Landing Page Submission;Google;No;No;0;3;271;3;Email Opened;SG1A - Agentes de Carga;;No;No;No;No;No;No;14;18;No;13/03/2022;;
651736;API;Google;No;No;0;1;258;1;Converted to Lead;;;No;No;No;No;No;No;14;15;No;12/08/2020;;
651732;Landing Page Submission;Google;No;No;0;4;1277;4;Email Opened;SG3 - Otros;;No;No;No;No;No;No;14;18;No;30/04/2020;;
651725;API;Referral Sites;No;No;0;2;480;1;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;13;No;9/12/2022;;
651722;Landing Page Submission;Google;No;No;1;6;605;2;Email Opened;SG2B - Exportadores;Gerente de operaciones logisticas;No;No;No;No;No;No;14;15;No;5/04/2020;29/05/2020;23/01/2022
651702;API;Chat;No;No;1;5;968;1.25;Email Opened;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;13;14;Yes;26/06/2020;22/08/2020;22/05/2022
651696;Landing Page Submission;Google;No;No;0;4;1452;4;Page Visited on Website;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;17;No;21/06/2020;;
651680;API;Chat;No;No;1;0;0;0;SMS Sent;SG1A - Agentes de Carga;Gerente de operaciones logisticas;No;No;No;No;No;No;15;15;No;29/09/2022;6/11/2022;30/09/2024
651663;Landing Page Submission;Google;No;No;0;3;1198;3;SMS Sent;SG1A - Agentes de Carga;;No;No;No;No;No;No;13;18;No;30/12/2021;;
651661;API;Google;No;No;1;2;1334;2;Chat Conversation;SG1A - Agentes de Carga;Gerente de operaciones logisticas;No;No;No;No;No;No;15;17;No;2/02/2020;4/04/2020;2/02/2022
651660;Lead Add Form;;Yes;No;1;;1378;;Email Bounced;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;16;No;21/05/2020;15/07/2020;15/12/2021
651642;API;Organic Search;No;No;0;10;65;5;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;15;No;29/05/2020;;
651637;API;Organic Search;No;No;1;2;454;2;Converted to Lead;SG1A - Agentes de Carga;Gerente de operaciones logisticas;No;No;No;No;No;No;14;15;No;26/08/2022;18/11/2022;19/03/2024
651623;Lead Add Form;Reference;No;No;1;0;0;0;Email Opened;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;14;19;No;21/01/2022;22/02/2022;17/07/2023
651614;API;Referral Sites;No;No;1;13;1097;6.5;Chat Conversation;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;17;13;No;21/09/2022;5/12/2022;13/05/2024
651611;Lead Add Form;Reference;No;No;1;0;0;0;Email Opened;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;15;18;No;20/04/2022;8/06/2022;26/01/2024
651577;API;Organic Search;No;No;0;1;143;1;Converted to Lead;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;15;No;28/08/2021;;
651570;API;Google;No;No;0;6;234;6;Chat Conversation;;;No;No;No;No;No;No;14;15;No;5/01/2022;;
651548;Lead Add Form;Reference;No;No;1;0;0;0;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;19;No;28/01/2022;31/03/2022;5/05/2023
651545;Landing Page Submission;Google;No;No;0;5;87;2.5;Email Opened;SG1A - Agentes de Carga;;No;No;No;No;No;No;14;18;No;20/08/2020;;
651517;Landing Page Submission;Google;No;No;0;3;829;1.5;Converted to Lead;SG1A - Agentes de Carga;;No;No;No;No;No;No;13;18;Yes;5/08/2022;;
651506;API;Google;No;No;1;2;1142;1;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;15;No;20/09/2021;13/11/2021;2/01/2023
651477;API;Google;No;No;1;6;305;3;Chat Conversation;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;16;15;No;13/05/2020;22/07/2020;27/11/2021
651464;Landing Page Submission;Organic Search;No;No;1;4;1652;4;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;18;Yes;25/03/2021;10/05/2021;15/11/2022
651443;API;Organic Search;No;No;1;5;1092;5;Had a Phone Conversation;;;No;No;No;No;No;No;14;15;No;31/07/2022;13/10/2022;8/12/2023
651441;Landing Page Submission;Google;No;No;0;3;201;3;Email Opened;SG1A - Agentes de Carga;;No;No;No;No;No;No;13;18;No;11/10/2021;;
651431;Landing Page Submission;Organic Search;No;No;0;5;1326;5;Chat Conversation;SG2B - Exportadores;;No;No;No;No;No;No;14;17;Yes;6/01/2021;;
651425;Landing Page Submission;Google;No;No;0;3;293;3;Form Submitted on Website;SG1A - Agentes de Carga;;No;No;No;No;No;No;12;18;No;16/12/2022;;
651417;API;Google;No;No;1;3;1126;1.5;Email Opened;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;15;14;No;24/09/2020;21/11/2020;20/01/2022
651374;Landing Page Submission;Google;No;No;0;3;179;3;Email Opened;SG3 - Otros;Asistente de logistica;No;No;No;No;No;No;12;16;No;29/01/2022;;
651363;API;Google;No;No;0;2;193;2;SMS Sent;;;No;No;No;No;No;No;14;15;No;3/05/2021;;
651349;API;Google;No;No;0;2;168;2;Email Opened;;;No;No;No;No;No;No;14;15;No;19/08/2020;;
651339;API;Referral Sites;No;No;0;3;186;3;Chat Conversation;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;13;No;8/06/2021;;
651298;API;Chat;No;No;1;0;0;0;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;15;No;2/03/2021;16/05/2021;31/08/2022
651297;Landing Page Submission;Direct Traffic;No;No;0;3;238;3;Email Opened;SG3 - Otros;;No;No;No;No;No;No;14;16;Yes;1/02/2022;;
651284;API;Google;No;No;0;2;121;2;Email Opened;;;No;No;No;No;No;No;13;15;No;1/03/2021;;
651281;Landing Page Submission;Direct Traffic;No;No;1;7;834;3.5;Email Opened;SG3 - Otros;Asistente de logistica;No;No;No;No;No;No;14;19;Yes;6/07/2021;28/09/2021;26/11/2022
651277;API;Google;No;No;0;4;50;1.33;Form Submitted on Website;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;12;16;Yes;11/08/2020;;
651270;API;Direct Traffic;Yes;No;0;2;396;2;Email Bounced;;;No;No;No;No;No;No;14;15;No;1/07/2020;;
651262;Landing Page Submission;Google;No;No;0;5;376;5;Unreachable;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;13;16;No;20/12/2020;;
651250;API;Direct Traffic;Yes;No;0;2;297;2;Email Bounced;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;13;15;No;9/03/2022;;
651246;API;Organic Search;No;No;1;6;1276;3;Email Opened;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;16;16;No;18/04/2021;27/06/2021;25/10/2022
651241;Landing Page Submission;Google;No;No;0;5;75;2.5;Email Link Clicked;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;13;16;Yes;30/05/2020;;
651221;API;Chat;No;No;1;0;0;0;Chat Conversation;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;16;15;No;8/06/2021;17/07/2021;6/11/2022
651199;API;Organic Search;No;No;1;5;893;5;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;15;No;16/05/2022;23/07/2022;15/08/2023
651185;Landing Page Submission;Google;Yes;No;0;3;89;3;Email Opened;SG2A - Importadores;;No;No;No;No;No;No;14;18;No;15/10/2022;;
651143;API;Chat;No;No;0;3;645;1;Page Visited on Website;;;No;No;No;No;No;No;12;15;No;9/05/2020;;
651100;Landing Page Submission;Google;No;No;1;4;638;4;SMS Sent;SG2B - Exportadores;Gerente de operaciones logisticas;No;No;No;No;No;No;14;15;No;12/02/2021;26/03/2021;12/07/2022
651094;Landing Page Submission;Google;No;No;0;4;938;4;Converted to Lead;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;18;No;23/04/2021;;
651060;Landing Page Submission;Google;No;No;0;5;120;5;Unreachable;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;13;18;No;10/10/2021;;
651043;Landing Page Submission;Organic Search;No;No;1;9;1047;9;Email Opened;SG2B - Exportadores;Gerente de operaciones logisticas;No;No;No;No;No;No;15;14;Yes;26/05/2021;6/08/2021;20/12/2022
651037;API;Direct Traffic;Yes;No;0;8;88;8;Email Bounced;;;No;No;No;No;No;No;15;15;No;29/04/2020;;
651023;API;Organic Search;No;No;0;2;602;2;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;15;No;21/12/2020;;
651020;Landing Page Submission;Google;No;No;1;6;168;2;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;19;No;1/03/2022;10/04/2022;21/04/2023
650994;Landing Page Submission;Google;No;No;0;4;1051;4;Email Link Clicked;SG3 - Otros;Asistente de logistica;No;No;No;No;No;No;14;18;No;4/09/2020;;
650970;Landing Page Submission;Google;No;No;1;4;854;4;Email Opened;SG1A - Agentes de Carga;Gerente de operaciones logisticas;No;No;No;No;No;No;14;17;No;24/08/2021;13/11/2021;25/06/2023
650921;Landing Page Submission;Referral Sites;No;No;1;4;453;2;Email Link Clicked;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;15;16;Yes;23/08/2021;31/10/2021;30/08/2023
650918;Landing Page Submission;Google;No;No;1;6;1966;6;Email Opened;SG3 - Otros;Asistente de logistica;No;No;No;No;No;No;13;17;No;3/09/2020;2/11/2020;13/07/2022
650893;Landing Page Submission;Direct Traffic;No;No;0;5;887;2.5;Unreachable;SG3 - Otros;Asistente de logistica;No;No;No;No;No;No;13;18;Yes;24/08/2022;;
650877;Landing Page Submission;Referral Sites;No;No;0;5;331;1.67;Email Opened;SG2B - Exportadores;;No;No;No;No;No;No;14;12;Yes;9/03/2021;;
650862;Landing Page Submission;Google;No;No;0;2;164;2;Converted to Lead;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;14;18;No;17/09/2022;;
650851;API;Google;No;No;1;2;1585;2;Email Opened;SG2A - Importadores;Gerente de operaciones logisticas;No;No;No;No;No;No;15;16;No;29/05/2022;10/08/2022;18/01/2024
650820;Landing Page Submission;Organic Search;No;No;1;4;1425;4;SMS Sent;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;18;Yes;16/04/2021;16/06/2021;12/12/2022
650794;Landing Page Submission;Google;No;No;0;4;12;4;Form Submitted on Website;SG2B - Exportadores;;No;No;No;No;No;No;13;18;No;10/08/2022;;
650788;API;Organic Search;No;No;0;3;180;3;Chat Conversation;;;No;No;No;No;No;No;14;15;No;13/01/2022;;
650770;API;Google;No;No;0;2;271;1;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;14;No;2/11/2022;;
650743;Landing Page Submission;Organic Search;No;No;0;4;139;4;Chat Conversation;SG3 - Otros;;No;No;No;No;No;No;16;16;No;6/06/2022;;
650684;Landing Page Submission;Google;No;No;1;3;781;3;Chat Conversation;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;16;18;No;7/05/2020;28/07/2020;18/07/2022
650681;Landing Page Submission;Organic Search;No;No;0;9;338;2.25;Email Opened;SG1A - Agentes de Carga;;No;No;No;No;No;No;14;18;No;24/02/2020;;
650656;API;Google;No;No;1;3;117;1.5;Chat Conversation;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;15;No;3/01/2020;20/03/2020;11/01/2022
650655;API;Direct Traffic;No;No;0;7;1028;3.5;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;15;No;7/09/2022;;
650612;Landing Page Submission;Google;No;No;0;2;250;2;Had a Phone Conversation;SG1A - Agentes de Carga;;No;No;No;No;No;No;13;17;No;8/12/2020;;
650609;Landing Page Submission;Direct Traffic;No;No;0;4;171;2;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;16;Yes;7/06/2021;;
650534;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No;15/04/2022;;
650514;API;Referral Sites;No;No;0;2;494;2;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;13;13;No;13/12/2022;;
650507;API;Google;No;No;1;2;1499;1;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;16;15;No;5/10/2020;29/11/2020;24/07/2022
650506;Landing Page Submission;Organic Search;No;No;0;8;266;8;Email Opened;SG3 - Otros;Asistente de logistica;No;No;No;No;No;No;14;15;No;31/05/2022;;
650488;Landing Page Submission;blog;No;No;0;4;677;4;Email Opened;SG3 - Otros;;No;No;No;No;No;No;14;16;No;23/07/2020;;
650480;API;Google;No;No;0;14;63;2.8;Page Visited on Website;SG3 - Otros;Analista de comercio exterior;No;No;No;No;No;No;13;14;No;13/07/2022;;
650459;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No;13/02/2021;;
650419;Landing Page Submission;Google;No;No;0;4;137;4;Visited Booth in Tradeshow;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;13;18;No;19/11/2022;;
650398;API;Google;No;No;0;3;984;3;SMS Sent;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;15;No;23/08/2022;;
650389;Landing Page Submission;Google;No;No;1;3;1224;3;Email Opened;SG1A - Agentes de Carga;Gerente de operaciones logisticas;No;No;No;No;No;No;15;17;No;3/09/2021;8/11/2021;21/10/2023
650362;Landing Page Submission;Google;No;No;1;3;911;3;Email Opened;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;14;17;No;30/04/2020;7/06/2020;23/01/2022
650338;Lead Add Form;Chat;No;No;1;2;1582;2;Page Visited on Website;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;17;No;26/02/2021;8/04/2021;29/06/2022
650330;Landing Page Submission;Direct Traffic;No;No;0;9;942;1.8;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;18;Yes;25/06/2021;;
650328;Landing Page Submission;Direct Traffic;No;No;1;5;1534;2.5;Email Link Clicked;SG1A - Agentes de Carga;;No;No;No;No;No;No;13;16;Yes;1/09/2022;6/11/2022;19/01/2024
650319;API;Google;No;No;1;2;1303;2;Converted to Lead;SG2B - Exportadores;Gerente de operaciones logisticas;No;No;No;No;No;No;15;12;No;25/07/2020;22/09/2020;9/01/2022
650316;API;Google;No;No;0;2;297;2;Form Submitted on Website;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;12;16;No;18/01/2020;;
650311;Lead Add Form;Reference;No;No;1;0;0;0;SMS Sent;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;17;No;10/09/2021;17/11/2021;2/04/2023
650305;Landing Page Submission;Organic Search;No;No;1;7;1471;3.5;Email Opened;SG1C - Aerolineas;Asistente de logistica;No;No;No;No;No;No;15;18;Yes;16/01/2020;23/02/2020;20/04/2021
650291;API;Google;No;No;1;4;1048;1.33;Email Opened;SG2A - Importadores;Gerente de operaciones logisticas;No;No;No;No;No;No;15;16;No;8/04/2020;29/06/2020;17/01/2022
